canonical_id,profile_key,unique_identifier,specific_task_group_title,chapter_title,display_name,theme,shadow_index,shadow_text
EA-010,personality_profile_10,STG 1.1.4.1,Structure,The Weight of Truth - Structure Through Organized Unity,Architect of Collaborative Systems,Structure - Creating Order Through Organization,2,using structure as control rather than empowerment
EA-010,personality_profile_10,STG 1.1.4.1,Structure,The Weight of Truth - Structure Through Organized Unity,Architect of Collaborative Systems,Structure - Creating Order Through Organization,3,delegation that abdicates rather than coordinates
EA-010,personality_profile_10,STG 1.1.4.1,Structure,The Weight of Truth - Structure Through Organized Unity,Architect of Collaborative Systems,Structure - Creating Order Through Organization,4,rigid organization that cannot adapt to changing circumstances
EA-010,personality_profile_10,STG 1.1.4.1,Structure,The Weight of Truth - Structure Through Organized Unity,Architect of Collaborative Systems,Structure - Creating Order Through Organization,5,"mistaking process for progress, structure for substance"
EA-010,personality_profile_10,STG 1.1.4.1,Structure,The Weight of Truth - Structure Through Organized Unity,Architect of Collaborative Systems,Structure - Creating Order Through Organization,6,creating hierarchy that undermines the equality that forged unity
EA-011,personality_profile_11,STG 1.1.4.2,Acceptance,Bonds of the Awakened - Acceptance Through Truth,Guardian of Mindful Acceptance,Acceptance - Embracing Reality Without Resistance,1,passive resignation disguised as acceptance
EA-011,personality_profile_11,STG 1.1.4.2,Acceptance,Bonds of the Awakened - Acceptance Through Truth,Guardian of Mindful Acceptance,Acceptance - Embracing Reality Without Resistance,2,using 'acceptance' to avoid necessary action or change
EA-011,personality_profile_11,STG 1.1.4.2,Acceptance,Bonds of the Awakened - Acceptance Through Truth,Guardian of Mindful Acceptance,Acceptance - Embracing Reality Without Resistance,3,spiritual bypassing: accepting the unacceptable
EA-011,personality_profile_11,STG 1.1.4.2,Acceptance,Bonds of the Awakened - Acceptance Through Truth,Guardian of Mindful Acceptance,Acceptance - Embracing Reality Without Resistance,4,mistaking numbness for equanimity
EA-011,personality_profile_11,STG 1.1.4.2,Acceptance,Bonds of the Awakened - Acceptance Through Truth,Guardian of Mindful Acceptance,Acceptance - Embracing Reality Without Resistance,5,weaponizing others' vulnerabilities shared in trust
EA-011,personality_profile_11,STG 1.1.4.2,Acceptance,Bonds of the Awakened - Acceptance Through Truth,Guardian of Mindful Acceptance,Acceptance - Embracing Reality Without Resistance,6,accepting defeat when resistance is still needed
EA-012,personality_profile_12,STG 1.1.4.3,Celebration,The Fool's Threshold - Celebration of Progress,Keeper of Grateful Milestones,Celebration - Honoring Journey Through Appreciation,1,premature celebration that ignores incomplete work
EA-012,personality_profile_12,STG 1.1.4.3,Celebration,The Fool's Threshold - Celebration of Progress,Keeper of Grateful Milestones,Celebration - Honoring Journey Through Appreciation,2,using celebration to avoid next challenges
EA-012,personality_profile_12,STG 1.1.4.3,Celebration,The Fool's Threshold - Celebration of Progress,Keeper of Grateful Milestones,Celebration - Honoring Journey Through Appreciation,3,shallow gratitude that performs rather than feels
EA-012,personality_profile_12,STG 1.1.4.3,Celebration,The Fool's Threshold - Celebration of Progress,Keeper of Grateful Milestones,Celebration - Honoring Journey Through Appreciation,4,celebrating individuals in ways that undermine unity
EA-012,personality_profile_12,STG 1.1.4.3,Celebration,The Fool's Threshold - Celebration of Progress,Keeper of Grateful Milestones,Celebration - Honoring Journey Through Appreciation,5,comparison that poisons appreciation
EA-012,personality_profile_12,STG 1.1.4.3,Celebration,The Fool's Threshold - Celebration of Progress,Keeper of Grateful Milestones,Celebration - Honoring Journey Through Appreciation,6,appreciation that becomes obligation rather than gift
EA-013,personality_profile_13,MAT 1.1,Potentiality,The Guardian's Test - Crossing Into Potentiality,The Fool at the Threshold,Potentiality - Embracing Limitless Growth,1,recklessness disguised as courage
EA-013,personality_profile_13,MAT 1.1,Potentiality,The Guardian's Test - Crossing Into Potentiality,The Fool at the Threshold,Potentiality - Embracing Limitless Growth,2,naivety about real dangers
EA-013,personality_profile_13,MAT 1.1,Potentiality,The Guardian's Test - Crossing Into Potentiality,The Fool at the Threshold,Potentiality - Embracing Limitless Growth,3,inability to learn from past consequences
EA-013,personality_profile_13,MAT 1.1,Potentiality,The Guardian's Test - Crossing Into Potentiality,The Fool at the Threshold,Potentiality - Embracing Limitless Growth,4,potential without grounding or direction
EA-013,personality_profile_13,MAT 1.1,Potentiality,The Guardian's Test - Crossing Into Potentiality,The Fool at the Threshold,Potentiality - Embracing Limitless Growth,5,endless seeking that never commits
EA-013,personality_profile_13,MAT 1.1,Potentiality,The Guardian's Test - Crossing Into Potentiality,The Fool at the Threshold,Potentiality - Embracing Limitless Growth,6,growth addiction that runs from depth
EA-014,personality_profile_14,STG 1.2.1.1,Breakdown,The Academy of Confidence - Breakdown to Breakthrough,Phoenix Rising from Collapse,Breakdown - Resilience Through Devastation,1,glorifying suffering unnecessarily
EA-014,personality_profile_14,STG 1.2.1.1,Breakdown,The Academy of Confidence - Breakdown to Breakthrough,Phoenix Rising from Collapse,Breakdown - Resilience Through Devastation,2,breakdown addiction avoiding stability
EA-014,personality_profile_14,STG 1.2.1.1,Breakdown,The Academy of Confidence - Breakdown to Breakthrough,Phoenix Rising from Collapse,Breakdown - Resilience Through Devastation,3,learned helplessness from repeated collapse
EA-014,personality_profile_14,STG 1.2.1.1,Breakdown,The Academy of Confidence - Breakdown to Breakthrough,Phoenix Rising from Collapse,Breakdown - Resilience Through Devastation,4,using vulnerability to avoid responsibility
EA-014,personality_profile_14,STG 1.2.1.1,Breakdown,The Academy of Confidence - Breakdown to Breakthrough,Phoenix Rising from Collapse,Breakdown - Resilience Through Devastation,5,romanticizing devastation
EA-014,personality_profile_14,STG 1.2.1.1,Breakdown,The Academy of Confidence - Breakdown to Breakthrough,Phoenix Rising from Collapse,Breakdown - Resilience Through Devastation,6,refusing to rebuild structures
EA-015,personality_profile_15,STG 1.2.1.2,Confidence,The Council of Voices - Rising to Authentic Leadership,The Warrior's Inner Light,Confidence - Leading From Within,1,confuses confidence with performance or pretense
EA-015,personality_profile_15,STG 1.2.1.2,Confidence,The Council of Voices - Rising to Authentic Leadership,The Warrior's Inner Light,Confidence - Leading From Within,2,seeks external validation while claiming independence
EA-015,personality_profile_15,STG 1.2.1.2,Confidence,The Council of Voices - Rising to Authentic Leadership,The Warrior's Inner Light,Confidence - Leading From Within,3,projects false strength that alienates others
EA-015,personality_profile_15,STG 1.2.1.2,Confidence,The Council of Voices - Rising to Authentic Leadership,The Warrior's Inner Light,Confidence - Leading From Within,4,uses charisma to mask unprocessed insecurity
EA-015,personality_profile_15,STG 1.2.1.2,Confidence,The Council of Voices - Rising to Authentic Leadership,The Warrior's Inner Light,Confidence - Leading From Within,5,becomes arrogant rather than assured
EA-015,personality_profile_15,STG 1.2.1.2,Confidence,The Council of Voices - Rising to Authentic Leadership,The Warrior's Inner Light,Confidence - Leading From Within,6,leads recklessly instead of courageously
EA-016,personality_profile_16,STG 1.2.1.3,Assertiveness,The Vault of Infinite Resources - Speaking Truth With Clarity,The Voice of Clear Truth,Assertiveness - Clarity Through Authentic Communication,1,confuses brutal honesty with authentic assertiveness
EA-016,personality_profile_16,STG 1.2.1.3,Assertiveness,The Vault of Infinite Resources - Speaking Truth With Clarity,The Voice of Clear Truth,Assertiveness - Clarity Through Authentic Communication,2,uses 'truth-telling' as weapon rather than bridge
EA-016,personality_profile_16,STG 1.2.1.3,Assertiveness,The Vault of Infinite Resources - Speaking Truth With Clarity,The Voice of Clear Truth,Assertiveness - Clarity Through Authentic Communication,3,over-communicates to avoid taking action
EA-016,personality_profile_16,STG 1.2.1.3,Assertiveness,The Vault of Infinite Resources - Speaking Truth With Clarity,The Voice of Clear Truth,Assertiveness - Clarity Through Authentic Communication,4,becomes rigid about 'correct' communication styles
EA-016,personality_profile_16,STG 1.2.1.3,Assertiveness,The Vault of Infinite Resources - Speaking Truth With Clarity,The Voice of Clear Truth,Assertiveness - Clarity Through Authentic Communication,5,intellectualizes emotions rather than expressing them
EA-016,personality_profile_16,STG 1.2.1.3,Assertiveness,The Vault of Infinite Resources - Speaking Truth With Clarity,The Voice of Clear Truth,Assertiveness - Clarity Through Authentic Communication,6,judges others' communication without empathy
EA-017,personality_profile_17,STG 1.2.2.1,Abundance‑Minded,The Sanctuary of Harmonized Being - Cultivating Prosperity,The Gardener of Plenty,Abundance - From Scarcity to Prosperity Consciousness,1,confuses abundance mindset with toxic positivity
EA-017,personality_profile_17,STG 1.2.2.1,Abundance‑Minded,The Sanctuary of Harmonized Being - Cultivating Prosperity,The Gardener of Plenty,Abundance - From Scarcity to Prosperity Consciousness,2,uses 'prosperity consciousness' to ignore systemic inequality
EA-017,personality_profile_17,STG 1.2.2.1,Abundance‑Minded,The Sanctuary of Harmonized Being - Cultivating Prosperity,The Gardener of Plenty,Abundance - From Scarcity to Prosperity Consciousness,3,becomes attached to material symbols of success
EA-017,personality_profile_17,STG 1.2.2.1,Abundance‑Minded,The Sanctuary of Harmonized Being - Cultivating Prosperity,The Gardener of Plenty,Abundance - From Scarcity to Prosperity Consciousness,4,hoards resources while preaching generosity
EA-017,personality_profile_17,STG 1.2.2.1,Abundance‑Minded,The Sanctuary of Harmonized Being - Cultivating Prosperity,The Gardener of Plenty,Abundance - From Scarcity to Prosperity Consciousness,5,judges others' scarcity mindset without empathy
EA-017,personality_profile_17,STG 1.2.2.1,Abundance‑Minded,The Sanctuary of Harmonized Being - Cultivating Prosperity,The Gardener of Plenty,Abundance - From Scarcity to Prosperity Consciousness,6,loses connection to values in pursuit of wealth
EA-018,personality_profile_18,STG 1.2.2.2,Well‑Being,The Forge of Manifestation - Cultivating Holistic Vitality,The Master of Integrated Wellness,"Well-Being - Body, Mind, and Spirit in Harmony",1,becomes obsessed with optimization and perfection
EA-018,personality_profile_18,STG 1.2.2.2,Well‑Being,The Forge of Manifestation - Cultivating Holistic Vitality,The Master of Integrated Wellness,"Well-Being - Body, Mind, and Spirit in Harmony",2,uses wellness practices to bypass emotional work
EA-018,personality_profile_18,STG 1.2.2.2,Well‑Being,The Forge of Manifestation - Cultivating Holistic Vitality,The Master of Integrated Wellness,"Well-Being - Body, Mind, and Spirit in Harmony",3,judges others' health choices with superiority
EA-018,personality_profile_18,STG 1.2.2.2,Well‑Being,The Forge of Manifestation - Cultivating Holistic Vitality,The Master of Integrated Wellness,"Well-Being - Body, Mind, and Spirit in Harmony",4,creates rigid wellness rules that become prisons
EA-018,personality_profile_18,STG 1.2.2.2,Well‑Being,The Forge of Manifestation - Cultivating Holistic Vitality,The Master of Integrated Wellness,"Well-Being - Body, Mind, and Spirit in Harmony",5,neglects relationships in pursuit of personal health
EA-018,personality_profile_18,STG 1.2.2.2,Well‑Being,The Forge of Manifestation - Cultivating Holistic Vitality,The Master of Integrated Wellness,"Well-Being - Body, Mind, and Spirit in Harmony",6,treats body as project rather than home
EA-019,personality_profile_19,STG 1.2.2.3,Manifesting‑Force,The Trial of Echoing Temptations - Manifesting Creative Force,The Apprentice of Manifestation,Creativity - Transforming Vision Into Reality,1,becomes paralyzed by perfectionism in execution
EA-019,personality_profile_19,STG 1.2.2.3,Manifesting‑Force,The Trial of Echoing Temptations - Manifesting Creative Force,The Apprentice of Manifestation,Creativity - Transforming Vision Into Reality,2,uses endless planning to avoid actual creation
EA-019,personality_profile_19,STG 1.2.2.3,Manifesting‑Force,The Trial of Echoing Temptations - Manifesting Creative Force,The Apprentice of Manifestation,Creativity - Transforming Vision Into Reality,3,judges creative output harshly before completion
EA-019,personality_profile_19,STG 1.2.2.3,Manifesting‑Force,The Trial of Echoing Temptations - Manifesting Creative Force,The Apprentice of Manifestation,Creativity - Transforming Vision Into Reality,4,loses inspiration in overly rigid processes
EA-019,personality_profile_19,STG 1.2.2.3,Manifesting‑Force,The Trial of Echoing Temptations - Manifesting Creative Force,The Apprentice of Manifestation,Creativity - Transforming Vision Into Reality,5,creates without strategy or sustainable systems
EA-019,personality_profile_19,STG 1.2.2.3,Manifesting‑Force,The Trial of Echoing Temptations - Manifesting Creative Force,The Apprentice of Manifestation,Creativity - Transforming Vision Into Reality,6,manifests compulsively without purpose or direction
EA-020,personality_profile_20,STG 1.2.3.1,Stability,The Forge of Perseverance - Leading Through Turbulence,The Anchor in the Storm,Stability - Grounded Leadership Through Upheaval,1,becomes rigid rather than stable under stress
EA-020,personality_profile_20,STG 1.2.3.1,Stability,The Forge of Perseverance - Leading Through Turbulence,The Anchor in the Storm,Stability - Grounded Leadership Through Upheaval,2,confuses control with stability
EA-020,personality_profile_20,STG 1.2.3.1,Stability,The Forge of Perseverance - Leading Through Turbulence,The Anchor in the Storm,Stability - Grounded Leadership Through Upheaval,3,projects false confidence that erodes trust
EA-020,personality_profile_20,STG 1.2.3.1,Stability,The Forge of Perseverance - Leading Through Turbulence,The Anchor in the Storm,Stability - Grounded Leadership Through Upheaval,4,refuses to adapt principles even when they fail
EA-020,personality_profile_20,STG 1.2.3.1,Stability,The Forge of Perseverance - Leading Through Turbulence,The Anchor in the Storm,Stability - Grounded Leadership Through Upheaval,5,leads through dominance rather than grounded presence
EA-020,personality_profile_20,STG 1.2.3.1,Stability,The Forge of Perseverance - Leading Through Turbulence,The Anchor in the Storm,Stability - Grounded Leadership Through Upheaval,6,loses connection to followers in pursuit of strength image
EA-021,personality_profile_21,STG 1.2.3.2,Perseverance,The Treasury of Infinite Choices - Strategic Perseverance,The Patient Cultivator,Perseverance - Long-Term Resilience Through Strategic Patience,1,confuses stubbornness with strategic perseverance
EA-021,personality_profile_21,STG 1.2.3.2,Perseverance,The Treasury of Infinite Choices - Strategic Perseverance,The Patient Cultivator,Perseverance - Long-Term Resilience Through Strategic Patience,2,persists with failing approaches rather than adapting
EA-021,personality_profile_21,STG 1.2.3.2,Perseverance,The Treasury of Infinite Choices - Strategic Perseverance,The Patient Cultivator,Perseverance - Long-Term Resilience Through Strategic Patience,3,uses 'long-term thinking' to avoid necessary action
EA-021,personality_profile_21,STG 1.2.3.2,Perseverance,The Treasury of Infinite Choices - Strategic Perseverance,The Patient Cultivator,Perseverance - Long-Term Resilience Through Strategic Patience,4,becomes paralyzed by over-analysis of options
EA-021,personality_profile_21,STG 1.2.3.2,Perseverance,The Treasury of Infinite Choices - Strategic Perseverance,The Patient Cultivator,Perseverance - Long-Term Resilience Through Strategic Patience,5,invests in sunk costs rather than cutting losses
EA-021,personality_profile_21,STG 1.2.3.2,Perseverance,The Treasury of Infinite Choices - Strategic Perseverance,The Patient Cultivator,Perseverance - Long-Term Resilience Through Strategic Patience,6,judges others who pivot as lacking perseverance
EA-022,personality_profile_22,STG 1.2.3.3,Investing,The Goddess of Mindful Direction - Strategic Resource Cultivation,The Mindful Cultivator,Investing - Strategic Resource Cultivation Through Mindful Direction,1,uses 'mindfulness' to avoid making concrete decisions
EA-022,personality_profile_22,STG 1.2.3.3,Investing,The Goddess of Mindful Direction - Strategic Resource Cultivation,The Mindful Cultivator,Investing - Strategic Resource Cultivation Through Mindful Direction,2,perfects process while neglecting tangible results
EA-022,personality_profile_22,STG 1.2.3.3,Investing,The Goddess of Mindful Direction - Strategic Resource Cultivation,The Mindful Cultivator,Investing - Strategic Resource Cultivation Through Mindful Direction,3,becomes so focused on present moment that long-term planning suffers
EA-022,personality_profile_22,STG 1.2.3.3,Investing,The Goddess of Mindful Direction - Strategic Resource Cultivation,The Mindful Cultivator,Investing - Strategic Resource Cultivation Through Mindful Direction,4,judges others as 'unconscious' while claiming enlightened status
EA-022,personality_profile_22,STG 1.2.3.3,Investing,The Goddess of Mindful Direction - Strategic Resource Cultivation,The Mindful Cultivator,Investing - Strategic Resource Cultivation Through Mindful Direction,5,hoards resources under guise of 'waiting for right moment'
EA-022,personality_profile_22,STG 1.2.3.3,Investing,The Goddess of Mindful Direction - Strategic Resource Cultivation,The Mindful Cultivator,Investing - Strategic Resource Cultivation Through Mindful Direction,6,uses spiritual bypassing to avoid practical responsibilities
EA-023,personality_profile_23,MAT 1.2,,The Harmonic Convergence - Mastery of Conscious Will Direction,The Conscious Magician,Direction - Mastery Through Conscious Will and Present Awareness,1,becomes intoxicated by sense of personal power
EA-023,personality_profile_23,MAT 1.2,,The Harmonic Convergence - Mastery of Conscious Will Direction,The Conscious Magician,Direction - Mastery Through Conscious Will and Present Awareness,2,manipulates others through conscious influence techniques
EA-023,personality_profile_23,MAT 1.2,,The Harmonic Convergence - Mastery of Conscious Will Direction,The Conscious Magician,Direction - Mastery Through Conscious Will and Present Awareness,3,uses spiritual language to justify ego-driven actions
EA-023,personality_profile_23,MAT 1.2,,The Harmonic Convergence - Mastery of Conscious Will Direction,The Conscious Magician,Direction - Mastery Through Conscious Will and Present Awareness,4,believes enlightenment makes them superior to others
EA-023,personality_profile_23,MAT 1.2,,The Harmonic Convergence - Mastery of Conscious Will Direction,The Conscious Magician,Direction - Mastery Through Conscious Will and Present Awareness,5,perfectionism prevents action while seeking total mastery
EA-023,personality_profile_23,MAT 1.2,,The Harmonic Convergence - Mastery of Conscious Will Direction,The Conscious Magician,Direction - Mastery Through Conscious Will and Present Awareness,6,confuses conscious will with forcing outcomes
EA-023,personality_profile_23,MAT 1.2,,The Harmonic Convergence - Mastery of Conscious Will Direction,The Conscious Magician,Direction - Mastery Through Conscious Will and Present Awareness,7,disconnects from humanity through transcendent experiences
EA-024,personality_profile_24,STG 1.3.1.1,Harmony,The Phoenix Protocol - Transformation Through Sacred Death and Rebirth,The Phoenix Transformer,New Beginnings - Transformation Through Release and Renewal,1,fears change so deeply that stagnation feels safer
EA-024,personality_profile_24,STG 1.3.1.1,Harmony,The Phoenix Protocol - Transformation Through Sacred Death and Rebirth,The Phoenix Transformer,New Beginnings - Transformation Through Release and Renewal,2,clings to outdated identities beyond their usefulness
EA-024,personality_profile_24,STG 1.3.1.1,Harmony,The Phoenix Protocol - Transformation Through Sacred Death and Rebirth,The Phoenix Transformer,New Beginnings - Transformation Through Release and Renewal,3,rushes transformation without honoring what's ending
