canonical_id,profile_key,unique_identifier,specific_task_group_title,chapter_title,display_name,theme,growth_index,growth_text
EA-005,personality_profile_5,STG 1.1.2.2,Implementation,Ownership Through Ego Death,Architect of Humbled Ownership,Ownership - Taking Responsibility After Manipulation,3,embrace partnership over isolated genius
EA-005,personality_profile_5,STG 1.1.2.2,Implementation,Ownership Through Ego Death,Architect of Humbled Ownership,Ownership - Taking Responsibility After Manipulation,4,recognize manipulation patterns to avoid repetition
EA-005,personality_profile_5,STG 1.1.2.2,Implementation,Ownership Through Ego Death,Architect of Humbled Ownership,Ownership - Taking Responsibility After Manipulation,5,build humility while maintaining competence
EA-005,personality_profile_5,STG 1.1.2.2,Implementation,Ownership Through Ego Death,Architect of Humbled Ownership,Ownership - Taking Responsibility After Manipulation,6,integrate fragmented selves through honest reflection
EA-006,personality_profile_6,STG 1.1.2.3,Ownership,Dominion Through Decisive Action,Sovereign of Accountable Action,Dominion - Taking Command Through Ownership,1,balance decisive action with continued humility
EA-006,personality_profile_6,STG 1.1.2.3,Ownership,Dominion Through Decisive Action,Sovereign of Accountable Action,Dominion - Taking Command Through Ownership,2,execute with confidence while remaining open to feedback
EA-006,personality_profile_6,STG 1.1.2.3,Ownership,Dominion Through Decisive Action,Sovereign of Accountable Action,Dominion - Taking Command Through Ownership,3,transform ownership into empowering leadership
EA-006,personality_profile_6,STG 1.1.2.3,Ownership,Dominion Through Decisive Action,Sovereign of Accountable Action,Dominion - Taking Command Through Ownership,4,integrate past mistakes into wise command
EA-006,personality_profile_6,STG 1.1.2.3,Ownership,Dominion Through Decisive Action,Sovereign of Accountable Action,Dominion - Taking Command Through Ownership,5,maintain accountability while exercising authority
EA-006,personality_profile_6,STG 1.1.2.3,Ownership,Dominion Through Decisive Action,Sovereign of Accountable Action,Dominion - Taking Command Through Ownership,6,act boldly without reverting to ego-driven choices
EA-007,personality_profile_7,STG 1.1.3.1,Dominion,Transformation Through Self-Mastery,Disciple of Inner Dominion,Transformation - Mastering Self Through Discipline,1,balance discipline with compassionate self-acceptance
EA-007,personality_profile_7,STG 1.1.3.1,Dominion,Transformation Through Self-Mastery,Disciple of Inner Dominion,Transformation - Mastering Self Through Discipline,2,recognize when preparation becomes procrastination
EA-007,personality_profile_7,STG 1.1.3.1,Dominion,Transformation Through Self-Mastery,Disciple of Inner Dominion,Transformation - Mastering Self Through Discipline,3,embody learned principles through authentic action
EA-007,personality_profile_7,STG 1.1.3.1,Dominion,Transformation Through Self-Mastery,Disciple of Inner Dominion,Transformation - Mastering Self Through Discipline,4,transform self-control from suppression to integration
EA-007,personality_profile_7,STG 1.1.3.1,Dominion,Transformation Through Self-Mastery,Disciple of Inner Dominion,Transformation - Mastering Self Through Discipline,5,maintain flexibility within disciplined structure
EA-007,personality_profile_7,STG 1.1.3.1,Dominion,Transformation Through Self-Mastery,Disciple of Inner Dominion,Transformation - Mastering Self Through Discipline,6,use self-mastery to empower rather than restrict
EA-008,personality_profile_8,STG 1.1.3.2,Transformation,The Weight of Destiny - Transformation's Shadow Cost,Bearer of Transformation's Burden,Transformation - The Dark Side of Change,1,grieve relationship losses without abandoning transformation
EA-008,personality_profile_8,STG 1.1.3.2,Transformation,The Weight of Destiny - Transformation's Shadow Cost,Bearer of Transformation's Burden,Transformation - The Dark Side of Change,2,hold space for others' pain without taking responsibility for their choices
EA-008,personality_profile_8,STG 1.1.3.2,Transformation,The Weight of Destiny - Transformation's Shadow Cost,Bearer of Transformation's Burden,Transformation - The Dark Side of Change,3,recognize manipulation of family bonds without losing compassion
EA-008,personality_profile_8,STG 1.1.3.2,Transformation,The Weight of Destiny - Transformation's Shadow Cost,Bearer of Transformation's Burden,Transformation - The Dark Side of Change,4,balance commitment to growth with empathy for those left behind
EA-008,personality_profile_8,STG 1.1.3.2,Transformation,The Weight of Destiny - Transformation's Shadow Cost,Bearer of Transformation's Burden,Transformation - The Dark Side of Change,5,integrate shadow work: your light does cast shadows
EA-008,personality_profile_8,STG 1.1.3.2,Transformation,The Weight of Destiny - Transformation's Shadow Cost,Bearer of Transformation's Burden,Transformation - The Dark Side of Change,6,transform guilt into wisdom about change's systemic effects
EA-009,personality_profile_9,STG 1.1.3.3,Determination,Forged in Unity - Determination Through Community,Warrior of Collective Resolve,Determination - Finding Strength Through Unity,1,balance accepting help with maintaining personal agency
EA-009,personality_profile_9,STG 1.1.3.3,Determination,Forged in Unity - Determination Through Community,Warrior of Collective Resolve,Determination - Finding Strength Through Unity,2,distinguish genuine support from enabling dependency
EA-009,personality_profile_9,STG 1.1.3.3,Determination,Forged in Unity - Determination Through Community,Warrior of Collective Resolve,Determination - Finding Strength Through Unity,3,transform vulnerability into strength without weaponizing it
EA-009,personality_profile_9,STG 1.1.3.3,Determination,Forged in Unity - Determination Through Community,Warrior of Collective Resolve,Determination - Finding Strength Through Unity,4,maintain determination while remaining open to course correction
EA-009,personality_profile_9,STG 1.1.3.3,Determination,Forged in Unity - Determination Through Community,Warrior of Collective Resolve,Determination - Finding Strength Through Unity,5,integrate personal resolve with collective strength
EA-009,personality_profile_9,STG 1.1.3.3,Determination,Forged in Unity - Determination Through Community,Warrior of Collective Resolve,Determination - Finding Strength Through Unity,6,recognize when persistence serves mission versus serving ego
EA-010,personality_profile_10,STG 1.1.4.1,Structure,The Weight of Truth - Structure Through Organized Unity,Architect of Collaborative Systems,Structure - Creating Order Through Organization,1,balance structure with flexibility and adaptation
EA-010,personality_profile_10,STG 1.1.4.1,Structure,The Weight of Truth - Structure Through Organized Unity,Architect of Collaborative Systems,Structure - Creating Order Through Organization,2,ensure organization empowers rather than constrains
EA-010,personality_profile_10,STG 1.1.4.1,Structure,The Weight of Truth - Structure Through Organized Unity,Architect of Collaborative Systems,Structure - Creating Order Through Organization,3,maintain human connection within systematic frameworks
EA-010,personality_profile_10,STG 1.1.4.1,Structure,The Weight of Truth - Structure Through Organized Unity,Architect of Collaborative Systems,Structure - Creating Order Through Organization,4,recognize when structure serves mission versus serving itself
EA-010,personality_profile_10,STG 1.1.4.1,Structure,The Weight of Truth - Structure Through Organized Unity,Architect of Collaborative Systems,Structure - Creating Order Through Organization,5,preserve equality while creating necessary hierarchy
EA-010,personality_profile_10,STG 1.1.4.1,Structure,The Weight of Truth - Structure Through Organized Unity,Architect of Collaborative Systems,Structure - Creating Order Through Organization,6,build systems that evolve with changing needs
EA-011,personality_profile_11,STG 1.1.4.2,Acceptance,Bonds of the Awakened - Acceptance Through Truth,Guardian of Mindful Acceptance,Acceptance - Embracing Reality Without Resistance,1,balance acceptance of reality with determination to act constructively
EA-011,personality_profile_11,STG 1.1.4.2,Acceptance,Bonds of the Awakened - Acceptance Through Truth,Guardian of Mindful Acceptance,Acceptance - Embracing Reality Without Resistance,2,distinguish between what must be accepted and what must be changed
EA-011,personality_profile_11,STG 1.1.4.2,Acceptance,Bonds of the Awakened - Acceptance Through Truth,Guardian of Mindful Acceptance,Acceptance - Embracing Reality Without Resistance,3,maintain hope while acknowledging harsh truths
EA-011,personality_profile_11,STG 1.1.4.2,Acceptance,Bonds of the Awakened - Acceptance Through Truth,Guardian of Mindful Acceptance,Acceptance - Embracing Reality Without Resistance,4,practice vulnerability without weaponizing others' honesty
EA-011,personality_profile_11,STG 1.1.4.2,Acceptance,Bonds of the Awakened - Acceptance Through Truth,Guardian of Mindful Acceptance,Acceptance - Embracing Reality Without Resistance,5,cultivate equanimity without falling into resignation
EA-011,personality_profile_11,STG 1.1.4.2,Acceptance,Bonds of the Awakened - Acceptance Through Truth,Guardian of Mindful Acceptance,Acceptance - Embracing Reality Without Resistance,6,accept imperfection while maintaining standards and values
EA-012,personality_profile_12,STG 1.1.4.3,Celebration,The Fool's Threshold - Celebration of Progress,Keeper of Grateful Milestones,Celebration - Honoring Journey Through Appreciation,1,balance celebration with realistic assessment of work remaining
EA-012,personality_profile_12,STG 1.1.4.3,Celebration,The Fool's Threshold - Celebration of Progress,Keeper of Grateful Milestones,Celebration - Honoring Journey Through Appreciation,2,ensure gratitude serves mission rather than ego
EA-012,personality_profile_12,STG 1.1.4.3,Celebration,The Fool's Threshold - Celebration of Progress,Keeper of Grateful Milestones,Celebration - Honoring Journey Through Appreciation,3,practice genuine appreciation without performance
EA-012,personality_profile_12,STG 1.1.4.3,Celebration,The Fool's Threshold - Celebration of Progress,Keeper of Grateful Milestones,Celebration - Honoring Journey Through Appreciation,4,celebrate in ways that strengthen rather than fracture unity
EA-012,personality_profile_12,STG 1.1.4.3,Celebration,The Fool's Threshold - Celebration of Progress,Keeper of Grateful Milestones,Celebration - Honoring Journey Through Appreciation,5,maintain humility while honoring achievement
EA-012,personality_profile_12,STG 1.1.4.3,Celebration,The Fool's Threshold - Celebration of Progress,Keeper of Grateful Milestones,Celebration - Honoring Journey Through Appreciation,6,use celebration as fuel for forward movement not stopping point
EA-013,personality_profile_13,MAT 1.1,Potentiality,The Guardian's Test - Crossing Into Potentiality,The Fool at the Threshold,Potentiality - Embracing Limitless Growth,1,balance openness with wisdom from experience
EA-013,personality_profile_13,MAT 1.1,Potentiality,The Guardian's Test - Crossing Into Potentiality,The Fool at the Threshold,Potentiality - Embracing Limitless Growth,2,ground potentiality in purposeful direction
EA-013,personality_profile_13,MAT 1.1,Potentiality,The Guardian's Test - Crossing Into Potentiality,The Fool at the Threshold,Potentiality - Embracing Limitless Growth,3,take risks while honoring real limitations
EA-013,personality_profile_13,MAT 1.1,Potentiality,The Guardian's Test - Crossing Into Potentiality,The Fool at the Threshold,Potentiality - Embracing Limitless Growth,4,embrace unknown without ignoring known
EA-013,personality_profile_13,MAT 1.1,Potentiality,The Guardian's Test - Crossing Into Potentiality,The Fool at the Threshold,Potentiality - Embracing Limitless Growth,5,convert possibility into concrete progress
EA-013,personality_profile_13,MAT 1.1,Potentiality,The Guardian's Test - Crossing Into Potentiality,The Fool at the Threshold,Potentiality - Embracing Limitless Growth,6,maintain courage while developing competence
EA-014,personality_profile_14,STG 1.2.1.1,Breakdown,The Academy of Confidence - Breakdown to Breakthrough,Phoenix Rising from Collapse,Breakdown - Resilience Through Devastation,1,balance accepting help with maintaining agency
EA-014,personality_profile_14,STG 1.2.1.1,Breakdown,The Academy of Confidence - Breakdown to Breakthrough,Phoenix Rising from Collapse,Breakdown - Resilience Through Devastation,2,distinguish necessary from avoidable breakdown
EA-014,personality_profile_14,STG 1.2.1.1,Breakdown,The Academy of Confidence - Breakdown to Breakthrough,Phoenix Rising from Collapse,Breakdown - Resilience Through Devastation,3,build resilience without glorifying collapse
EA-014,personality_profile_14,STG 1.2.1.1,Breakdown,The Academy of Confidence - Breakdown to Breakthrough,Phoenix Rising from Collapse,Breakdown - Resilience Through Devastation,4,integrate lessons while rebuilding
EA-014,personality_profile_14,STG 1.2.1.1,Breakdown,The Academy of Confidence - Breakdown to Breakthrough,Phoenix Rising from Collapse,Breakdown - Resilience Through Devastation,5,maintain hope through devastation
EA-014,personality_profile_14,STG 1.2.1.1,Breakdown,The Academy of Confidence - Breakdown to Breakthrough,Phoenix Rising from Collapse,Breakdown - Resilience Through Devastation,6,forge strength without seeking suffering
EA-015,personality_profile_15,STG 1.2.1.2,Confidence,The Council of Voices - Rising to Authentic Leadership,The Warrior's Inner Light,Confidence - Leading From Within,1,distinguish genuine confidence from compensatory bravado
EA-015,personality_profile_15,STG 1.2.1.2,Confidence,The Council of Voices - Rising to Authentic Leadership,The Warrior's Inner Light,Confidence - Leading From Within,2,ground self-trust in competence and self-awareness
EA-015,personality_profile_15,STG 1.2.1.2,Confidence,The Council of Voices - Rising to Authentic Leadership,The Warrior's Inner Light,Confidence - Leading From Within,3,lead through authenticity not perfection
EA-015,personality_profile_15,STG 1.2.1.2,Confidence,The Council of Voices - Rising to Authentic Leadership,The Warrior's Inner Light,Confidence - Leading From Within,4,balance visibility with humility
EA-015,personality_profile_15,STG 1.2.1.2,Confidence,The Council of Voices - Rising to Authentic Leadership,The Warrior's Inner Light,Confidence - Leading From Within,5,inspire others without manipulating them
EA-015,personality_profile_15,STG 1.2.1.2,Confidence,The Council of Voices - Rising to Authentic Leadership,The Warrior's Inner Light,Confidence - Leading From Within,6,maintain confidence while staying coachable
EA-016,personality_profile_16,STG 1.2.1.3,Assertiveness,The Vault of Infinite Resources - Speaking Truth With Clarity,The Voice of Clear Truth,Assertiveness - Clarity Through Authentic Communication,1,balance clarity with compassion in difficult conversations
EA-016,personality_profile_16,STG 1.2.1.3,Assertiveness,The Vault of Infinite Resources - Speaking Truth With Clarity,The Voice of Clear Truth,Assertiveness - Clarity Through Authentic Communication,2,distinguish helpful truth from hurtful bluntness
EA-016,personality_profile_16,STG 1.2.1.3,Assertiveness,The Vault of Infinite Resources - Speaking Truth With Clarity,The Voice of Clear Truth,Assertiveness - Clarity Through Authentic Communication,3,listen as deeply as you speak clearly
EA-016,personality_profile_16,STG 1.2.1.3,Assertiveness,The Vault of Infinite Resources - Speaking Truth With Clarity,The Voice of Clear Truth,Assertiveness - Clarity Through Authentic Communication,4,adapt communication style to context without losing authenticity
EA-016,personality_profile_16,STG 1.2.1.3,Assertiveness,The Vault of Infinite Resources - Speaking Truth With Clarity,The Voice of Clear Truth,Assertiveness - Clarity Through Authentic Communication,5,express emotions assertively without aggression
EA-016,personality_profile_16,STG 1.2.1.3,Assertiveness,The Vault of Infinite Resources - Speaking Truth With Clarity,The Voice of Clear Truth,Assertiveness - Clarity Through Authentic Communication,6,maintain boundaries while staying open to others' perspectives
EA-017,personality_profile_17,STG 1.2.2.1,Abundance‑Minded,The Sanctuary of Harmonized Being - Cultivating Prosperity,The Gardener of Plenty,Abundance - From Scarcity to Prosperity Consciousness,1,distinguish authentic abundance from spiritual bypassing
EA-017,personality_profile_17,STG 1.2.2.1,Abundance‑Minded,The Sanctuary of Harmonized Being - Cultivating Prosperity,The Gardener of Plenty,Abundance - From Scarcity to Prosperity Consciousness,2,practice generosity without martyrdom
EA-017,personality_profile_17,STG 1.2.2.1,Abundance‑Minded,The Sanctuary of Harmonized Being - Cultivating Prosperity,The Gardener of Plenty,Abundance - From Scarcity to Prosperity Consciousness,3,maintain values as resources increase
EA-017,personality_profile_17,STG 1.2.2.1,Abundance‑Minded,The Sanctuary of Harmonized Being - Cultivating Prosperity,The Gardener of Plenty,Abundance - From Scarcity to Prosperity Consciousness,4,balance gratitude with acknowledgment of real scarcity
EA-017,personality_profile_17,STG 1.2.2.1,Abundance‑Minded,The Sanctuary of Harmonized Being - Cultivating Prosperity,The Gardener of Plenty,Abundance - From Scarcity to Prosperity Consciousness,5,create sustainable prosperity not exploitative extraction
EA-017,personality_profile_17,STG 1.2.2.1,Abundance‑Minded,The Sanctuary of Harmonized Being - Cultivating Prosperity,The Gardener of Plenty,Abundance - From Scarcity to Prosperity Consciousness,6,share abundance without superiority or pity
EA-018,personality_profile_18,STG 1.2.2.2,Well‑Being,The Forge of Manifestation - Cultivating Holistic Vitality,The Master of Integrated Wellness,"Well-Being - Body, Mind, and Spirit in Harmony",1,balance wellness discipline with self-compassion
EA-018,personality_profile_18,STG 1.2.2.2,Well‑Being,The Forge of Manifestation - Cultivating Holistic Vitality,The Master of Integrated Wellness,"Well-Being - Body, Mind, and Spirit in Harmony",2,distinguish genuine health from performative optimization
EA-018,personality_profile_18,STG 1.2.2.2,Well‑Being,The Forge of Manifestation - Cultivating Holistic Vitality,The Master of Integrated Wellness,"Well-Being - Body, Mind, and Spirit in Harmony",3,integrate wellness into life rather than making life about wellness
EA-018,personality_profile_18,STG 1.2.2.2,Well‑Being,The Forge of Manifestation - Cultivating Holistic Vitality,The Master of Integrated Wellness,"Well-Being - Body, Mind, and Spirit in Harmony",4,maintain connection while prioritizing self-care
EA-018,personality_profile_18,STG 1.2.2.2,Well‑Being,The Forge of Manifestation - Cultivating Holistic Vitality,The Master of Integrated Wellness,"Well-Being - Body, Mind, and Spirit in Harmony",5,adapt practices to seasons of life not rigid rules
EA-018,personality_profile_18,STG 1.2.2.2,Well‑Being,The Forge of Manifestation - Cultivating Holistic Vitality,The Master of Integrated Wellness,"Well-Being - Body, Mind, and Spirit in Harmony",6,remember well-being serves life purpose not vice versa
EA-019,personality_profile_19,STG 1.2.2.3,Manifesting‑Force,The Trial of Echoing Temptations - Manifesting Creative Force,The Apprentice of Manifestation,Creativity - Transforming Vision Into Reality,1,balance vision with practical execution
EA-019,personality_profile_19,STG 1.2.2.3,Manifesting‑Force,The Trial of Echoing Temptations - Manifesting Creative Force,The Apprentice of Manifestation,Creativity - Transforming Vision Into Reality,2,iterate without attachment to perfect outcomes
EA-019,personality_profile_19,STG 1.2.2.3,Manifesting‑Force,The Trial of Echoing Temptations - Manifesting Creative Force,The Apprentice of Manifestation,Creativity - Transforming Vision Into Reality,3,maintain inspiration while developing craft
EA-019,personality_profile_19,STG 1.2.2.3,Manifesting‑Force,The Trial of Echoing Temptations - Manifesting Creative Force,The Apprentice of Manifestation,Creativity - Transforming Vision Into Reality,4,create with strategic purpose not just expression
EA-019,personality_profile_19,STG 1.2.2.3,Manifesting‑Force,The Trial of Echoing Temptations - Manifesting Creative Force,The Apprentice of Manifestation,Creativity - Transforming Vision Into Reality,5,discipline imagination without killing spontaneity
EA-019,personality_profile_19,STG 1.2.2.3,Manifesting‑Force,The Trial of Echoing Temptations - Manifesting Creative Force,The Apprentice of Manifestation,Creativity - Transforming Vision Into Reality,6,manifest sustainably not compulsively
EA-020,personality_profile_20,STG 1.2.3.1,Stability,The Forge of Perseverance - Leading Through Turbulence,The Anchor in the Storm,Stability - Grounded Leadership Through Upheaval,1,distinguish true stability from inflexibility
EA-020,personality_profile_20,STG 1.2.3.1,Stability,The Forge of Perseverance - Leading Through Turbulence,The Anchor in the Storm,Stability - Grounded Leadership Through Upheaval,2,maintain presence without projecting false certainty
EA-020,personality_profile_20,STG 1.2.3.1,Stability,The Forge of Perseverance - Leading Through Turbulence,The Anchor in the Storm,Stability - Grounded Leadership Through Upheaval,3,adapt tactics while honoring core principles
EA-020,personality_profile_20,STG 1.2.3.1,Stability,The Forge of Perseverance - Leading Through Turbulence,The Anchor in the Storm,Stability - Grounded Leadership Through Upheaval,4,lead collaboratively while providing clear direction
EA-020,personality_profile_20,STG 1.2.3.1,Stability,The Forge of Perseverance - Leading Through Turbulence,The Anchor in the Storm,Stability - Grounded Leadership Through Upheaval,5,model vulnerability alongside steadiness
EA-020,personality_profile_20,STG 1.2.3.1,Stability,The Forge of Perseverance - Leading Through Turbulence,The Anchor in the Storm,Stability - Grounded Leadership Through Upheaval,6,balance personal needs with leadership responsibilities
EA-021,personality_profile_21,STG 1.2.3.2,Perseverance,The Treasury of Infinite Choices - Strategic Perseverance,The Patient Cultivator,Perseverance - Long-Term Resilience Through Strategic Patience,1,distinguish strategic patience from avoidance
EA-021,personality_profile_21,STG 1.2.3.2,Perseverance,The Treasury of Infinite Choices - Strategic Perseverance,The Patient Cultivator,Perseverance - Long-Term Resilience Through Strategic Patience,2,adapt approaches while maintaining core commitments
EA-021,personality_profile_21,STG 1.2.3.2,Perseverance,The Treasury of Infinite Choices - Strategic Perseverance,The Patient Cultivator,Perseverance - Long-Term Resilience Through Strategic Patience,3,evaluate investments honestly without ego
EA-021,personality_profile_21,STG 1.2.3.2,Perseverance,The Treasury of Infinite Choices - Strategic Perseverance,The Patient Cultivator,Perseverance - Long-Term Resilience Through Strategic Patience,4,balance persistence with flexibility
EA-021,personality_profile_21,STG 1.2.3.2,Perseverance,The Treasury of Infinite Choices - Strategic Perseverance,The Patient Cultivator,Perseverance - Long-Term Resilience Through Strategic Patience,5,recognize when to continue versus when to pivot
EA-021,personality_profile_21,STG 1.2.3.2,Perseverance,The Treasury of Infinite Choices - Strategic Perseverance,The Patient Cultivator,Perseverance - Long-Term Resilience Through Strategic Patience,6,sustain effort without martyrdom or burnout
EA-022,personality_profile_22,STG 1.2.3.3,Investing,The Goddess of Mindful Direction - Strategic Resource Cultivation,The Mindful Cultivator,Investing - Strategic Resource Cultivation Through Mindful Direction,1,integrate mindful awareness with practical action
EA-022,personality_profile_22,STG 1.2.3.3,Investing,The Goddess of Mindful Direction - Strategic Resource Cultivation,The Mindful Cultivator,Investing - Strategic Resource Cultivation Through Mindful Direction,2,balance present-moment focus with strategic vision
EA-022,personality_profile_22,STG 1.2.3.3,Investing,The Goddess of Mindful Direction - Strategic Resource Cultivation,The Mindful Cultivator,Investing - Strategic Resource Cultivation Through Mindful Direction,3,direct power consciously without attachment to outcomes
EA-022,personality_profile_22,STG 1.2.3.3,Investing,The Goddess of Mindful Direction - Strategic Resource Cultivation,The Mindful Cultivator,Investing - Strategic Resource Cultivation Through Mindful Direction,4,cultivate emotional mastery alongside resource management
EA-022,personality_profile_22,STG 1.2.3.3,Investing,The Goddess of Mindful Direction - Strategic Resource Cultivation,The Mindful Cultivator,Investing - Strategic Resource Cultivation Through Mindful Direction,5,transform awareness into tangible impact
EA-022,personality_profile_22,STG 1.2.3.3,Investing,The Goddess of Mindful Direction - Strategic Resource Cultivation,The Mindful Cultivator,Investing - Strategic Resource Cultivation Through Mindful Direction,6,maintain clarity of purpose amid complexity
EA-023,personality_profile_23,MAT 1.2,,The Harmonic Convergence - Mastery of Conscious Will Direction,The Conscious Magician,Direction - Mastery Through Conscious Will and Present Awareness,1,integrate power with humility and service
EA-023,personality_profile_23,MAT 1.2,,The Harmonic Convergence - Mastery of Conscious Will Direction,The Conscious Magician,Direction - Mastery Through Conscious Will and Present Awareness,2,direct will toward collective good not personal glory
EA-023,personality_profile_23,MAT 1.2,,The Harmonic Convergence - Mastery of Conscious Will Direction,The Conscious Magician,Direction - Mastery Through Conscious Will and Present Awareness,3,balance mastery with continued learning
EA-023,personality_profile_23,MAT 1.2,,The Harmonic Convergence - Mastery of Conscious Will Direction,The Conscious Magician,Direction - Mastery Through Conscious Will and Present Awareness,4,translate transcendent experiences into practical wisdom
EA-023,personality_profile_23,MAT 1.2,,The Harmonic Convergence - Mastery of Conscious Will Direction,The Conscious Magician,Direction - Mastery Through Conscious Will and Present Awareness,5,maintain ethical grounding amid expanded capabilities
EA-023,personality_profile_23,MAT 1.2,,The Harmonic Convergence - Mastery of Conscious Will Direction,The Conscious Magician,Direction - Mastery Through Conscious Will and Present Awareness,6,serve as conduit for forces larger than self
EA-024,personality_profile_24,STG 1.3.1.1,Harmony,The Phoenix Protocol - Transformation Through Sacred Death and Rebirth,The Phoenix Transformer,New Beginnings - Transformation Through Release and Renewal,1,honor endings while embracing beginnings
EA-024,personality_profile_24,STG 1.3.1.1,Harmony,The Phoenix Protocol - Transformation Through Sacred Death and Rebirth,The Phoenix Transformer,New Beginnings - Transformation Through Release and Renewal,2,grieve losses even when transformation is positive
EA-024,personality_profile_24,STG 1.3.1.1,Harmony,The Phoenix Protocol - Transformation Through Sacred Death and Rebirth,The Phoenix Transformer,New Beginnings - Transformation Through Release and Renewal,3,maintain core essence through identity changes
EA-024,personality_profile_24,STG 1.3.1.1,Harmony,The Phoenix Protocol - Transformation Through Sacred Death and Rebirth,The Phoenix Transformer,New Beginnings - Transformation Through Release and Renewal,4,distinguish growth-serving endings from avoidance
